name,lat,lon,population,alternate_names
Prien am Chiemsee,47.85602,12.34623,10872,"Kimzeei Prin,Prean am Cheamsee,Prien,Prien am Chiemsee,Prin am Kimze,Prin-am-Kimze,Prin-am-Kimzee,ji mu hu pan pu lin,pyrn am shymzy,Прин ам Кимзе,Прин-ам-Кимзе,Прин-ам-Кимзее,Прін-ам-Кімзе,Կիմզեեի Պրին,پیرن ام شیمزی,基姆湖畔普林"
Merchweiler,49.35,7.05,10863,"Merkhvajler,mei er xi wei lei,Мерхвайлер,Мерхвајлер,梅尔希韦勒"
Wolmirstedt,52.24856,11.62945,10860,"Walmirstidi,Wolmirstedt"
Markt Schwaben,48.18949,11.8691,10857,"Markt Schwaben,Markt Shvaben,Markt-Shvaben,ma ke te shi wa ben,markt shwabn,Маркт Швабен,Маркт-Швабен,مارکت شوابن,马克特施瓦本"
Laichingen,48.48939,9.68612,10853,"Lajkhingen,Layxingen,lai xin gen,laikhingeni,layshnghn,layshngn,Лайхинген,Лайхінген,Лајхинген,Լայխինգեն,لايشنغن,لایشنگن,ლაიხინგენი,莱欣根"
Bannewitz,50.99291,13.71712,10851,"Banevic,Bannevic,ba nei wei ci,Баневиц,Банневиц,巴内维茨"
Anröchte,51.56667,8.33333,10847,"Anrekhte,Anrjokhte,Anroechte,Anröchte,an lei xi te,Анрехте,Анрёхте,Анрөхте,安勒希特"
Gaimersheim,48.80705,11.36801,10840,"Gajmersgajm,Gajmerskhajm,Gaymershaym,Goamascham,gai mei er si hai mu,gaymrshaym,Гаймерсгайм,Гаймерсхайм,Гајмерсхајм,Գայմերսհայմ,گایمرسهایم,盖梅尔斯海姆"
Grünwald,48.03947,11.5232,10836,"Grienewald,Gruenwald,Grünwald"
Haigerloch,48.36614,8.80357,10828,"Gajgerlokh,Khajgerlokh,hai ge er luo,hayghrlwkh,haygrlkh,Гайгерлох,Хайгерлох,Хајгерлох,هايغرلوخ,هایگرلخ,海格尔洛"
Diez,50.37419,8.00735,10822,"Dic,Dietz,Diez,Diez an der Lahn,di ci,dyz  alman,Диц,دیز، آلمان,迪茨"
Malente,54.17226,10.55968,10817,"Bad Malente,Eutin mit Malente,Malente,Malente / Schleswig-Holst.,ma lun te,Маленте,马伦特"
Nußloch,49.32389,8.69556,10815,"Nuslokh,Nussloch,Nußloch,nu si luo,nusurohho,Нуслох,ヌスロッホ,努斯洛"
Visselhövede,52.98605,9.58096,10808,"Fiselkhevede,Fissel'khjofede,Vissel'khjovede,Visselhoeoevd,Visselhoevede,Visselhovede,Visselhövede,Visselhöövd,fei sai er he fei de,fisseruhevuede,fyslhwfydh,fyzlhwfdh,Виссельхёведе,Фиселхеведе,Фиссельхёфеде,فيسلهوفيده,فیزلهوفده,フィッセルヘーヴェデ,菲塞尔赫费德"
Böhl-Iggelheim,49.38056,8.30389,10797,"Beel-Igglem,Bel-Igelkhajm,Bjol'-Iggel'khajm,Boehl-Iggelheim,Bohl-Iggelheim,Böhl-Iggelheim,bo he er-yi ge er hai mu,Бел-Игелхајм,Бёль-Иггельхайм,伯赫尔-伊格尔海姆"
Bischofswerda,51.12771,14.17974,10788,"Bishofsverda,Biskopicy,Bisofsverda,Bišofsverda,bi shao fu si wei er da,byshwfsfyrda,byshwfzwrda,byswpswwrdh,Бишофсверда,Бішофсверда,בישופסוורדה,بيشوفسفيردا,بیشوفزوردا,比绍夫斯韦尔达"
Sassnitz,54.5157,13.64451,10779,"Sassnitz,Saßnitz"
Waldkirchen,48.7327,13.60082,10757,"Val'dkirkhen,Valdkirkhen,Valdkirxen,Waldkirchen,faldkyrshn,wa er de ji er xing,waldkyrshn,Валдкирхен,Вальдкирхен,Вальдкірхен,Վալդկիրխեն,فالدكيرشن,والدکیرشن,瓦尔德基尔兴"
Lankow,53.64983,11.36913,10756,
Burgkirchen an der Alz,48.16753,12.7325,10756,"Buagkiacha a da Oiz,Burgirkhen-an-der-Al'c,Burgirkhen-na-Al'ce,Burgkirchen,Burgkirchen an der Alz,Burgkirkhen an der Alc,Burgkirkhen-an-der-Al'c,a er ci he pan bu ge ji xing,bwrg kyrshn an dr alts,Бургирхен-на-Альце,Бургкирхен ан дер Алц,Бургкирхен-ан-дер-Альц,Бургірхен-ан-дер-Альц,Ալցի Բուրգիրհեն,بورگ کیرشن ان در آلتس,阿尔茨河畔布格基兴"
Aerzen,52.04953,9.25856,10755,"*Arthilis-husun,Aartlessen [a. 1317],Aercen,Arzen,Ehrcen,a ai er cen,aerutsuen,Ärzen,Аерцен,Эрцен,アエルツェン,阿埃尔岑"
Limburgerhof,49.42444,8.39194,10753,"Limburgerkhof,lin bu er ge huo fu,Лимбургерхоф,林布尔格霍夫"
Ruppichteroth,50.84367,7.48409,10749,"Rupikhterot,Ruppikhterot,lu pi xi te luo te,Рупихтерот,Руппихтерот,Руппіхтерот,鲁皮希特罗特"
Michendorf,52.31352,13.02996,10743,"Mikhendorf,mi xing duo fu,Михендорф,米兴多夫"
Schwieberdingen,48.87644,9.07439,10736,"Shviberdingen,shi wei bei er ding gen,shwybrdyngn,swwybrdyngn,Швибердинген,Швібердінген,שוויברדינגן,شویبردینگن,施维贝尔丁根"
Reiskirchen,50.6,8.83333,10734,"Rajskirkhen,Reiskirchen,lai si ji xing,raisukiruhyen,Райскирхен,Райскірхен,Рајскирхен,ライスキルヒェン,赖斯基兴"
Neuenhaus,52.49912,6.96626,10732,"Neuenhaus,Nojenkhaus,nuo yi en hao si,nwynhaws,Нойенхаус,Нојенхаус,نوينهاوس,نوین‌هاوس,诺伊恩豪斯"
Nideggen,50.69268,6.48437,10727,"Nidegen,Nideggen,ni de gen,nydgn,nydyghn,Нидегген,Нидеген,Нідегген,نيديغن,نیدگن,尼德根"
Boizenburg,53.38081,10.73758,10722,"Boicenburga pie Elbas,Boizenberg,Boizenburg,Boizenburg dElba,Boizenburg/ Elbe,Boizenburg/Elbe,Bojcenburg,bo yi cen bao,bwytsnbwrgh,bwyznbwrg,Бойценбург,Бојценбург,بويتسنبورغ,بویزنبورگ,博伊岑堡"
Leutenbach,48.88791,9.39267,10717,
Eningen unter Achalm,48.48686,9.25946,10715,"Ehningen-unter-Akhal'm,Eningen,Eningen pod Akhalmom,a ha er mu shan xia ai ning gen,Енинген под Ахалмом,Енінген,Энинген-унтер-Ахальм,阿哈尔姆山下埃宁根"
Ostrhauderfehn,53.13863,7.61938,10699,"Aastrauderfeen,Ostrauderfen,Ostrhauderfehn,ao si te lao de er fei en,Остраудерфен,奥斯特劳德尔费恩"
Nohfelden,49.58693,7.14283,10687,"Nofel'den,Nofelden,Nokhfelden,nuo fei er deng,Нофелден,Нофельден,Нохфелден,诺费尔登"
Mitte,52.37458,9.73796,10687,
Maxhütte-Haidhof,49.19963,12.09229,10674,"Maksgjutte-Gajdgof,Makskhite-Khajdkhof,Makskhjutte-Khajdkhof,Maxhuette-Haidhof,Maxhutte,Maxhutte-Haidhof,Maxhütte,Maxhütte-Haidhof,ma ke si xu te-hai de huo fu,mkshwth-haydhwf,Максгютте-Гайдгоф,Максхите-Хајдхоф,Максхютте-Хайдхоф,مكسهوته-هايدهوف,مکسهوته-هایدهوف,马克斯许特-海德霍夫"
Werneck,49.98201,10.09884,10673,"Vernek,Werneck,wei er nei ke,Вернек,韦尔内克"
Grimmen,54.11215,13.04051,10671,"Grimen,Grimmen,Grimmene,Grzemie,Grzëmié,ge li men,ghrymn,grymn,Гримен,Гриммен,غريمن,گریمن,格里门"
Davenstedt,52.36646,9.67184,10666,
Torgelow,53.63368,14.01229,10665,"Torgelov,Torgelova,Torgelow,Turzoglowe,Turzogłowë,tuo er ge luo,twrghlw,twrglw,Торгелов,تورغلو,تورگلو,托尔格洛"
Ostbevern,52.04018,7.84229,10644,"Ostbefern,Ostbevern,Ostbiaerm,Ostbiärm,dong bei wo en,Остбеверн,Остбеферн,东贝沃恩"
Schierstein,50.04457,8.19788,10642,Wiesbaden-Schierstein
Gernsheim,49.75305,8.48859,10640,"Gernsgajm,Gernsheim,Gernskhajm,gai en si hai mu,gerunsuhaimu,ghyrnshaym,grnzhaym,Гернсгайм,Гернсхайм,Гернсхајм,غيرنسهايم,گرنزهایم,ゲルンスハイム,盖恩斯海姆"
Kriftel,50.08408,8.46977,10633,"Kriftel,Kriftel',ke li fu te er,kurifuteru,Крифтел,Крифтель,Кріфтель,クリフテル,克里夫特尔"
Langenzenn,49.49463,10.7923,10629,"Langencen,Langencenn,Langenzenn,lan gen cen,langtsn,Лангенцен,Лангенценн,لانگتسن,兰根岑"
Bad Staffelstein,50.10199,11.00128,10618,"Bad Shtafelshtajn,Bad Staffelstein,Bad-Shtaffel'shtajn,Staffelstein,ba te shi ta fu er shi tai yin,bad shtaflshtayn,Бад Штафелштајн,Бад-Штаффельштайн,Բադ Շտաֆելշթայն,باد اشتافل‌اشتاین,باد شتافلشتاين,بیڈ سٹیفلسٹین,バート・シュタッフェルシュタイン,巴特施塔弗尔施泰因"
Oberricklingen,52.33864,9.70922,10610,
Birkenfeld,48.86667,8.63333,10609,
Friedeburg,53.45362,7.83146,10607,"Freborg,Frideburg,Friedeburg,fu li de bao,Фридебург,弗里德堡"
Salzhemmendorf,52.067,9.5872,10603,"Zal'ckhemmendorf,Zalckhemendorf,sa er ci hei men duo fu,zarutsuhenmendorufu,Залцхемендорф,Зальцхеммендорф,ザルツヘンメンドルフ,萨尔茨黑门多夫"
Ossendorf,50.97059,6.90628,10596,
Leingarten,49.14639,9.11694,10579,"Lajngarten,Leingarten,Ljajngarten,lai yin jia er teng,layngardn,raingaruten,Лайнгартен,Лајнгартен,Ляйнгартен,لاینگاردن,ラインガルテン,莱因加尔滕"
Brachenfeld-Ruthenberg,54.07154,10.0092,10573,
Mörlenbach,49.59917,8.73472,10568,"Merlenbakh,Mjorlenbakh,Moerlenbach,Morlenbach,Mörlenbach,merurenbahha,mo lun ba he,Мерленбах,Мёрленбах,メルレンバッハ,默伦巴赫"
Gemeinde Friedland,51.41667,9.93333,10568,
Betzdorf,50.79094,7.87189,10560,"Becdorf,Betzdorf,btzdwrf,Бецдорф,بتزدورف"
Penig,50.93336,12.70422,10557,"Penig,Peniga,Pēniga,bynygh,pei ni xi,pnyg,Пениг,بينيغ,پنیگ,佩尼西"
Dierkow-Neu,54.10571,12.16753,10552,D-N
Debschwitz,50.85622,12.07228,10540,
Oberderdingen,49.06556,8.80306,10515,"Oberderdingen,shang de er ding gen,Обердердинген,Обердердінген,上德尔丁根"
Planegg,48.10672,11.42483,10510,"Planeck,Planeg,Planegg,blangh,plang,pu la nei ge,Планег,Планегг,Պլանեգ,بلانغ,پلانگ,普拉内格"
Unterföhring,48.19253,11.64293,10500,"Untafering,Unterfering,Unterfjoring,Unterfoehring,Unterfohring,Unterföhring,awntrfwryng,wen te fu ling,Унтерферинг,Унтерферінг,Унтерфёринг,Ունթերֆյորինգ,اونترفورینگ,温特弗灵"
Nauheim,49.95083,8.46333,10500,"Naugajm,Naukhajm,nao hai mu,nauhaimu,Наугайм,Наухайм,Наухајм,ナウハイム,瑙海姆"
Blumberg,47.84058,8.53329,10500,"Blumberg,blwmbrg,blwmbrgh,Блумберг,بلومبرغ,بلومبرگ"
Kirchlinteln,52.94236,9.31811,10487,"Karklinteln,Kirchlinteln,Kirkhlintel'n,Kirlinteln,ji er xi lin te er en,kiruhirinterun,Кирлинтелн,Кирхлинтельн,キルヒリンテルン,基尔希林特尔恩"
Luckau,51.85245,13.70735,10471,"Luccavia,Luckau,Lukau,Lukava,Lukkau,Lukow,lu kao,lwkaw,Łukow,Лукау,Луккау,Լուկաու,لوكاو,لوکاو,卢考"
Korb,48.84303,9.36258,10459,
Weinböhla,51.16667,13.56667,10456,"Vajnbela,Vajnbjola,Weinboehla,Weinboehla vald,Weinbohla,Weinböhla,Weinböhla vald,wei yin bo he la,Вайнбела,Вайнбёла,Вајнбела,韦因伯赫拉"
Gottmadingen,47.73511,8.77687,10452,"Gotmadingen,Gottmadingen,ge te ma ding gen,Готмадинген,Готтмадинген,Готтмадінген,戈特马丁根"
Mülheim-Kärlich,50.3851,7.4989,10451,"Milkhajm-Kerlikh,Mjul'khajm-Kerlikh,Muelheim-Kaerlich,Mulheim-Karlich,Mülheim-Kärlich,mi er hai mu-ke er li xi,mwlhaym-krlysh,mwlhaym-kyrlysh,myuruhaimu=kerurihi,Милхајм-Керлих,Мюльхайм-Керлих,مولهايم-كيرليش,مولهایم-کرلیش,ミュールハイム＝ケルリヒ,米尔海姆-克尔利希"
Lößnitz,50.62181,12.73147,10433,"Loessnitz,Lossnitz,Lößnitz"
Herxheim am Berg,49.50917,8.17917,10424,"Herxheim,Herxheim am Berg"
Schüren,51.49329,7.54417,10405,
Möglingen,48.88741,9.12694,10405,"Meglingen,Mjoglingen,Moeglingen,Möglingen,mo ge lin gen,mwglyngn,Меглинген,Меглінген,Мёглинген,موگلینگن,默格林根"
Feldkirchen-Westerham,47.90748,11.84266,10399,"Fel'dkirkhen-Vestergam,Fel'dkirkhen-Vesterkham,Feldkirkhen-Vesterkham,fei er de ji er xing-wei si te la mu,fldkyrshn-wstrham,Фелдкирхен-Вестерхам,Фельдкирхен-Вестерхам,Фельдкірхен-Вестергам,Ֆելդկիրխեն Վեսթերհամ,فلدکیرشن-وسترهام,费尔德基尔兴-韦斯特拉姆"
Riedlingen,48.15455,9.47558,10394,"Redlinga,Ridlingen,li de lin gen,ridlingeni,ritoringen,rydlynghn,rydlyngn,Ридлинген,Рідлінген,Ռիդլինգեն,ريدلينغن,ریدلینگن,რიდლინგენი,リートリンゲン,里德林根"
Brieselang,52.58333,13.0,10379,"Briselang,Brizelang,bu li sai lang,Бризеланг,Бриселанг,Բրիզելանգ,布里塞朗"
Kümmersbruck,49.41917,11.88833,10365,"Kimersbruk,Kjummersbruk,Kuemmersbruck,Kümmersbruck,qu mei er si bu lu ke,Кимерсбрук,Кюммерсбрук,Քյումերսբրուկ,屈梅尔斯布鲁克"
Denkendorf,48.69555,9.31675,10357,Denkendorf Kr.Esslingen
Mengenich,50.9785,6.86737,10350,"Bocklemuend,Bocklemuend / Mengenich,Bocklemünd,Bocklemünd / Mengenich,Mengenich"
Kirkel,49.28333,7.23333,10330,"Kirkel,Kirkel',ji er ke er,kyrkl,Киркел,Киркель,Кіркель,کیرکل,基尔克尔"
Zwiesel,49.01693,13.23765,10327,"Cvizel,Cvizel',Zwiesel,Zwiesl,Zwisel,ci wei sai er,tswyzl,Цвизел,Цвизель,Цвізель,Ցվիզել,تسویزل,茨维塞尔"
Birkenau,49.5625,8.70694,10318,"Birkenau,bi ke nao,birukenau,byrkynaw,Биркенау,Біркенау,بيركيناو,ビルケナウ,比克瑙"
Wunsiedel,50.03923,12.00342,10295,"Vunsidel,Vunzidel,Vunzidel',Wunsiedel,Wunsiedel im Fichtelgebirge,fwnzydl,vunjideru,wen xi de er,wwnzydl,Вунзидель,Вунзідель,Вунсидел,Վունզիդել,فونزيدل,وونزیدل,ヴンジーデル,文西德尔"
Veitshöchheim,49.83278,9.88167,10279,"Fajtsgekhgajm,Fajtskhekhkhajm,Fajtskhjokhkhajm,Faytshyoxhaym,Veitshoechheim,Veitshöchheim,fa yi ci he xia yi mu,faitsuhehihaimu,wytshwchym,Файтсгехгайм,Файтсхёххайм,Фајтсхеххајм,Ֆայտսհյոխհայմ,قلع ویٹسوکیم,ویتشوچیم,ファイツヘーヒハイム,法伊茨赫夏伊姆"
Kyritz,52.94212,12.39704,10274,"Kiric,Kyritz,ji li ci,kwryts,kyrytz,Кириц,Կիրից,كوريتس,کیریتز,基里茨"
Hambühren,52.63333,9.98333,10259,"Hambuehren,Hambühren,Khambiren,Khambjuren,han bi he lun,Хамбирен,Хамбюрен,汉比赫伦"
Bogen,48.91122,12.68955,10259,
Schlitz,50.67416,9.56102,10258,"Shlic,ashlyts,shurittsu,Шлиц,اشلیتس,シュリッツ"
Bad Nenndorf,52.33703,9.37904,10255,"Bad Nendorf,Bad Nenndorf,Bad Neundorf,Bad-Nendorf,ba te nen duo fu,bad nndwrf,Бад Нендорф,Бад-Нендорф,باد نندورف,バート・ネンドルフ,巴特嫩多夫"
Erlenbach am Main,49.80341,9.16311,10235,"Ehrlenbakh-na-Majne,Erlenbach,Erlenbach am Main,Erlenbach uber Klingenberg,Erlenbach über Klingenberg,Erlenbakh na Majni,Erlenbakh-am-Majn,Mayni Erlenbax,arlnbakh am mayn,mei yin he pan ai er lun ba he,Ерленбах на Мајни,Ерленбах-ам-Майн,Эрленбах-на-Майне,Մայնի Էրլենբախ,إرلنباخ آم ماين,ارلنباخ آم ماین,エアレンバッハ・アム・マイン,美因河畔埃尔伦巴赫"
Nordkirchen,51.73827,7.52197,10231,"Nordkirkhen,bei ji xing,Нордкирхен,Нордкірхен,北基兴"
Kolkwitz,51.75,14.25,10225,"Golkojce,Gołkojce,Kol'kvic,Kolkvic,Kolkwitz,Kolkwitz/Golkojce,Kolkwitz/Gołkojce,ke er ke wei ci,Колквиц,Кольквиц,Կոլկվից,科尔克维茨"
Rutesheim,48.80808,8.94536,10222,
Kirchwerder,53.41972,10.20156,10218,
Höchst im Odenwald,49.79972,8.99944,10209,"Gekst-im-Odenval'd,Hochst,Hochst im Odenwald,Hoechst im Odenwald,Höchst,Höchst im Odenwald,Khekhst im Odenvald,Khjokhst,Khjokst,he xi si te,hehisuto・imu・oden'vuaruto,Гекст-ім-Оденвальд,Хехст им Оденвалд,Хёкст,Хёхст,ヘーヒスト・イム・オーデンヴァルト,赫希斯特"
Mengen,48.04951,9.33005,10205,"Mengen,men gen,mngn  alman,Менген,منگن، آلمان,门根"
Laubach,50.54196,8.99034,10205,"Laubakh,lao ba he,lawbakh  alman,raubahha,Лаубах,لاوباخ، آلمان,ラウバッハ,劳巴赫"
Königstädten,49.96278,8.44972,10200,
Worringen,51.065,6.85936,10193,Worringen
Schönaich,48.65871,9.06012,10190,"Schoenaich,Schonaich,Schönaich,Shenajkh,Shjonajkh,Syonayx,she nai xi,shenaikhi,Шенайх,Шенајх,Шёнайх,Շյոնայխ,შენაიხი,舍奈希"
Engen,47.85534,8.77342,10190,"Ehngen,Engen,angn  badn-wwrtmbrg,en gen,Енген,Энген,انگن، بادن-وورتمبرگ,恩根"
Wildberg,48.62336,8.74518,10187,
Bad Orb,50.22788,9.34782,10186,"Bad Orb,Bad-Orb,ba te ao er bu,bad awrb,Бад Орб,Бад-Орб,باد اورب,バート・オルプ,巴特奥尔布"
Hilter,52.13573,8.14715,10173,Hilter
Steinbach am Taunus,50.16774,8.57278,10170,"Steinbach,Steinbach (Taunus),Steinbach am Taunus"
Süßen,48.67934,9.75534,10167,"Zisen,Zjusen,Zjussen,xu sen,zwsn,Зисен,Зюсен,Зюссен,زوسن,叙森"
Heubach,48.79267,9.9337,10167,"Gojbakh,Khojbakh,hoibakhi,huo yi ba he,hwybakh,Гойбах,Хойбах,Хојбах,هويباخ,هویباخ,ჰოიბახი,霍伊巴赫"
Cadolzburg,49.4573,10.85329,10164,"Kadol'cburg,Kadolcburg,ka duo er ci bao,Кадолцбург,Кадольцбург,Կադոլցբուրգ,卡多尔茨堡"
Wieseck,50.60528,8.70238,10158,"Giessen-Wieseck,Gießen-Wieseck,Wieseck"
Oberzent,49.56773,8.97371,10153,
Doberlug-Kirchhain,51.62578,13.56232,10151,"Doberlug Kirxhayn,Doberlug-Kirchhain,Doberlug-Kirkhajn,Doberlug-Kirkhkhajn,Doberluga-Kirhaina,Dobrilugk-Kirchhain,Dobrjolug-Gostkow,Dobrjoług-Góstkow,duo bei er lu ge-ji er xia yin,dwbrlwg-kyrshhayn,dwbrlwgh-kyrshhayn,Доберлуг-Кирхајн,Доберлуг-Кирххайн,Доберлуг-Кирххајн,Դոբերլուգ Կիրխհայն,دوبرلوغ-كيرشهاين,دوبرلوگ-کیرشهاین,多贝尔卢格-基尔夏因"
Wendeburg,52.32957,10.39255,10147,"Vendeburg,Wenneborg,wen de bao,Вендебург,文德堡"
Büdelsdorf,54.31824,9.67301,10144,"Budelsdorf,Buedelsdorf,Büdelsdorf"
Lollar,50.64652,8.70495,10143,"Lolar,Lollar,llar,luo la er,Лолар,Лоллар,للار,洛拉尔"
Weeze,51.62678,6.19792,10131,"NRN,Vece,Weeze,Weeze vald,fyzh,wei ce,Веце,فيزه,韦策"
Steinen,47.64446,7.73914,10128,
Wannsee,52.41915,13.15531,10126,"Berlin-Wannsee,Colonie Alsen,Stolpe (Dorf),Stolpeken,Vanze,Vanzee,Wannsee,Wendisch-Stolpe,wan hu,wanzh,Ванзе́,Ванзе́е,ואנזה,وانزه,万湖"
Obernkirchen,52.2721,9.12912,10120,"Obernkirchen,Obernkirkhen,ao bo en ji xing,awbrnkyrshn,oberunkiruhyen,Обернкирхен,أوبرنكيرشن,اوبرنکیرشن,オーベルンキルヒェン,奥伯恩基兴"
Bobenheim-Roxheim,49.5875,8.35778,10106,"Bobenheim,Bobenheim am Rhein,Bobenheim-Roxheim,Bobenkhajm-Rokskhajm,bo ben hai mu-luo ke si hai mu,Бобенхайм-Роксхайм,Бобенхајм-Роксхајм,博本海姆-罗克斯海姆"
Premnitz,52.53184,12.34845,10105,"Premnic,Premnitz,brymnts,prmnytz,pu lei mu ni ci,Премниц,Պրեմնից,بريمنتس,پرمنیتز,普雷姆尼茨"
Rödinghausen,52.25,8.48333,10101,"Redingkhauzen,Rjodingkhauzen,Roedinghausen,Rödinghausen,lei ding hao sen,Редингхаузен,Рёдингхаузен,勒丁豪森"
Oftersheim,49.36528,8.58306,10100,"Oftersgajm,Ofterskhajm,ao fu te er si hai mu,ofutasuhaimu,Офтерсгайм,Офтерсхайм,Офтерсхајм,オフタースハイム,奥夫特尔斯海姆"
Ottendorf-Okrilla,51.18333,13.83333,10093,"Otendorf-Okrila,Ottendorf-Okrilla,Ottendorf-Okrilla vald,ao teng duo fu-ao ke li la,Отендорф-Окрила,Оттендорф-Окрилла,奥滕多夫-奥克里拉"
Kaldenkirchen,51.32035,6.1983,10090,Kaldenkirchen
Zeuthen,52.34803,13.62174,10084,"Cojten,Zeuthen,cuo yi teng,Цойтен,Цојтен,Ցոյտեն,措伊滕"
Aulendorf,47.95083,9.63745,10063,"Aulendorf,ao lun duo fu,awlndwrf,Аулендорф,آولندورف,奥伦多夫"
Rehau,50.24921,12.03422,10058,"Regau,Rehau,Rehau (Raum Hof),Rekhau,lei hao,reau,rhaw,Регау,Рехау,رهاو,レーアウ,雷豪"
Roßtal,49.39567,10.88848,10052,"Rosstal,Rostal,Rostal',Roßtal,luo si ta er,Ростал,Росталь,Ռոսթալ,罗斯塔尔"
Dießen am Ammersee,47.95085,11.10306,10050,"Diessen,Diessen am Ammersee,Dießen,Dießen am Ammersee,Markt Diessen am Ammersee,Markt Dießen am Ammersee"
Goldbach,49.99951,9.1844,10044,"Gol'dbakh,Goldbach,Goldbakh,Goldbax,ge er de ba he,gorutobahha,Голдбах,Гольдбах,Գոլդբախ,ゴルトバッハ,戈尔德巴赫"
Weil im Schönbuch,48.6227,9.06355,10037,"Vajl im Sh'onbukh,Vajl im Shenbukh,Vajl'-im-Shenbukh,Vajl'-im-Shjonbukh,Vayl im Syonbux,Weil,Weil im Schoenbuch,Weil im Schönbuch,vail-im-shenbukhi,wei er yi mu shen bu,Вайл им Шьонбух,Вайль-им-Шёнбух,Вайль-ім-Шенбух,Вајл им Шенбух,Վայլ իմ Շյոնբուխ,ვაილ-იმ-შენბუხი,魏尔伊姆申布"
Ainring,47.81311,12.94048,10028,"Ainring,Ajnring,Aynring,ai yin ling,ainringi,aynryng,Айнринг,Айнрінг,Ајнринг,Այնրինգ,اینرینگ,აინრინგი,艾因灵"
Bad Frankenhausen,51.35609,11.09977,10019,"Bad Frankenhausen,Bad Frankenhausen/Kyffhaeuser,Bad Frankenhausen/Kyffhäuser,Bad Frankenkhauzen,Bad-Frankenkhauzen-Kifkhojzer,Francohusium,Frankenhausen,ba te fu lan ken hao sen,bad franknhawzn,Бад Франкенхаузен,Бад-Франкенхаузен-Кифхойзер,باد فرانكنهاوزن,باد فرانکن‌هاوزن/کیفرهویزر,巴特弗兰肯豪森"
Eisenberg,49.55859,8.07199,10006,Eisenberg
Diedorf,48.3532,10.78206,10006,"Didorf,Diedorf,di duo fu,dydwrf,Дидорф,Дідорф,Դիդորֆ,دیدورف,迪多夫"
Herrsching am Ammersee,47.99888,11.17679,10000,"Gerrshing,Herrschin,Herrsching,Khershing am Amerze,Khershing-am-Ammerze,a mo hu pan hei er xing,hrshyng,Герршинг,Хершинг ам Амерзе,Хершинг-ам-Аммерзе,هرشینگ,阿默湖畔黑尔兴"
Simbach am Inn,48.26548,13.02309,9979,"Ini Zimbax,Simbach,Simbach am Inn,Simboch am Inn,Zimbakh am In,Zimbakh-am-Inn,Zimbakh-na-Inne,jimbaheuam-in,yin he pan xin ba he,zymbakh am an,zymbakh am ayn,Зимбах ам Ин,Зимбах-ам-Инн,Зимбах-на-Инне,Зімбах-ам-Інн,Ինի Զիմբախ,زيمباخ آم إن,زیمباخ آم این,因河畔辛巴赫,짐바흐암인"
Linden-Süd,52.35835,9.71277,9960,
Altusried,47.8041,10.21429,9950,"Al'tusrid,Altusrid,Altusried,Comuna Altusried,a er tu si li de,altwsryd,Алтусрид,Альтусрид,Альтусрід,Ալտուսրիդ,التوسرید,阿尔图斯里德"
Fürstenau,52.51667,7.6767,9946,"Firstenau,Fjurstenau,Foersnau,Fuerstenau,Furstenau,Försnau,Fürstenau,fwrstnaw,fwrstnaw  alman,Фирстенау,Фюрстенау,فورستناو,فورستناو، آلمان"
Oldenburg in Holstein,54.29498,10.89043,9940,"Ol'denburg,Ol'denburg-in-Khol'shtajn,Oldemburgo,Oldenbourg en Holstein,Oldenburg,Oldenburg in Holstein,Oldenburg in Kholshtajn,Oldenburg vo Kholshtajn,Oldenburgum,awldnbwrgh an hwlshtayn,he er si tai yin de qu ao er deng bao,Олденбург во Холштајн,Олденбург ин Холштајн,Ольденбург,Ольденбург-ин-Хольштайн,أولدنبورغ إن هولشتاين,اولدنبورگ این هل‌اشتاین,荷尔斯泰因地区奥尔登堡"
Rüdesheim am Rhein,49.9789,7.92442,9921,"QSY,Rideskhajm na Rajni,Rjudesgajm-am-Rajn,Rjudeskhajm-am-Rajn,Rjudeskhajm-na-Rejne,Rudesheim,Rudesheim am Rhein,Ruedesheim am Rhein,Rüdesheim,Rüdesheim am Rhein,lai yin he pan lu de si hai mu,rwdzhaym am rayn,Ридесхајм на Рајни,Рюдесгайм-ам-Райн,Рюдесхайм-ам-Райн,Рюдесхайм-на-Рейне,رودزهایم آم راین,リューデスハイム・アム・ライン,莱茵河畔吕德斯海姆"
Tangermünde,52.54463,11.97647,9912,"Tangerminde,Tangermjunde,Tangermuende,Tangermuenn,Tangermundum,Tangermünde,Tangermünn,Tongeremuthi,tan ge er ming de,tanghrmwndh,tangrmwndh,Тангерминде,Тангермюнде,تانغرمونده,تانگرمونده,坦格尔明德"
Giesen,52.19716,9.8989,9909,"Gizen,Iesen,Joisen,Гизен"
Königsbach-Stein,48.96585,8.60573,9906,"Kenigsbakh-Shtajn,Kjonigsbakh-Shtajn,Koenigsbach-Stein,Konigsbach-Stein,Königsbach-Stein,ke ni xi si ba he-shi tai yin,Кенигсбах-Штајн,Кенігсбах-Штайн,Кёнигсбах-Штайн,Քյոնիգսբախ Շտայն,柯尼希斯巴赫-施泰因"
Heumaden,48.74657,9.23547,9897,
Augustdorf,51.90944,8.73173,9889,"Augustdorf,ao gu si duo fu,augusutodorufu,Аугустдорф,アウグストドルフ,奥古斯多夫"
Friedrichstadt,51.06047,13.70787,9887,"Friedrichstadt,Vorstadt Ostra"
Rosenthal,52.59976,13.37774,9885,"Berlin-Rosenthal,Rozental',Розенталь"
